trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
1,55.0,2.09,-42.57,#4786CD,0.421,-39.564,#4A87C8,36.498,-25.724,#AD6DB1,3.44,38.31,0.62,29.6
2,55.0,-14.969,-14.632,#508C9C,-8.455,-23.494,#538AAC,-7.777,22.438,#85865D,11.0,37.76,7.4,26.8
3,55.0,-12.905,-22.916,#458CAB,-4.064,-9.221,#738693,3.261,12.331,#92816F,16.3,38.78,9.69,27.95
4,55.0,-21.383,17.543,#688D65,-16.332,30.346,#7A8A4E,3.661,1.381,#8B8181,13.76,29.81,8.09,26.35
5,55.0,-17.9,6.989,#668C77,-25.494,20.492,#618F5F,9.554,-13.233,#8A7F9B,15.49,34.1,7.89,28.14
6,55.0,-29.941,9.742,#4A9172,-14.656,4.15,#6A8B7C,7.455,-0.291,#917F84,16.28,38.72,8.53,35.4
7,55.0,16.48,-15.267,#947B9E,12.516,-29.764,#7D7FB7,-2.774,18.439,#8B8464,15.03,38.82,10.97,32.75
8,55.0,6.648,38.094,#A27E41,-4.378,50.695,#958424,25.787,9.503,#B37274,16.74,34.41,9.13,25.29
9,55.0,-14.249,12.285,#728A6E,-4.977,-1.083,#798685,11.328,23.15,#A47C5C,16.27,27.79,12.1,25.79
10,55.0,-25.625,21.458,#628F5D,-40.3,17.066,#319565,10.036,26.895,#A37C56,15.32,36.07,7.36,27.19
11,55.0,-6.75,-41.135,#1B8BCB,-7.857,-39.491,#1E8BC8,27.795,-25.052,#9F74AF,1.98,38.1,0.64,32.42
12,55.0,21.35,-1.482,#A67687,20.088,-13.834,#9C789C,-9.324,5.739,#778879,12.42,31.51,7.82,34.86
13,55.0,17.002,-19.364,#917BA5,11.84,-15.327,#8C7E9E,-9.763,9.265,#798873,6.55,39.19,3.59,28.72
14,55.0,-16.235,-14.339,#4D8D9C,-14.554,-12.871,#548C99,-7.041,22.087,#86865D,2.23,37.57,1.25,26.52
15,55.0,-18.0,23.772,#738B5A,-28.029,20.745,#5B905F,14.539,1.189,#9D7B82,10.48,39.61,6.02,36.17
16,55.0,-19.209,-24.054,#228FAD,-6.276,-34.756,#3E8ABF,13.041,-24.032,#857EAD,16.79,32.25,9.31,25.66
17,55.0,11.131,26.169,#A47C57,5.047,24.411,#9A7F5A,28.331,-6.395,#AE728F,6.33,36.83,5.0,27.07
18,55.0,-21.765,22.073,#6A8D5D,-40.207,19.901,#369460,9.6,44.119,#A87C35,18.57,38.34,8.64,25.07
19,55.0,-11.225,-19.591,#528BA5,-23.695,-5.568,#458F8D,21.46,-2.83,#A67689,18.77,36.73,13.33,37.51
20,55.0,40.964,-39.385,#A86BC8,33.517,-49.864,#8D73DB,8.059,-58.514,#1885E9,12.86,38.06,7.91,28.37
21,55.0,-20.625,25.336,#6F8C57,-7.871,18.735,#828763,12.899,36.865,#AA7A44,14.36,35.45,8.07,25.67
22,55.0,19.163,-19.665,#957AA6,23.621,-10.658,#A47597,-2.295,12.432,#88846E,10.05,38.61,6.76,31.6
23,55.0,-21.156,8.947,#608D74,-20.118,0.679,#598D82,15.223,4.466,#A07A7D,8.33,36.65,5.63,38.66
24,55.0,-5.432,-34.077,#4389BE,0.713,-43.881,#3D87CF,24.185,-23.696,#9A76AD,11.57,31.38,2.87,27.08
25,55.0,5.277,-30.042,#6C83B7,-14.273,-31.348,#1E8DB9,31.906,-7.904,#B36F92,19.59,34.63,14.65,25.35
26,55.0,12.747,18.255,#A47B65,-2.033,8.072,#868476,-15.017,16.615,#748A66,17.95,27.81,16.76,27.44
27,55.0,-27.635,-7.634,#309190,-37.288,-0.169,#039483,5.73,-19.864,#7B82A6,12.2,35.54,6.83,25.13
28,55.0,0.776,-37.277,#5187C4,6.689,-18.621,#7F81A4,29.24,-11.32,#AC7198,19.57,38.52,14.31,30.43
29,55.0,30.884,26.871,#C16D57,23.507,30.924,#B8734F,-0.668,47.728,#9A822C,8.42,37.82,5.89,26.82
30,55.0,-1.487,22.284,#8F835D,-1.886,12.492,#89846E,1.741,-13.934,#7A849C,9.8,36.36,5.61,27.17
31,55.0,32.278,17.898,#C06C66,36.965,8.08,#C26977,4.312,39.228,#9F7F3E,10.88,35.17,7.07,26.01
32,55.0,19.234,13.966,#AB776C,27.463,31.057,#BD704F,-11.919,4.093,#70897C,18.97,32.68,8.8,33.84
33,55.0,-8.706,-25.415,#4E8AAF,5.523,-30.94,#6B83B9,6.221,1.898,#908081,15.26,31.13,10.03,26.69
34,55.0,5.126,-42.53,#5285CD,12.969,-34.281,#787FBF,26.196,-16.109,#A474A0,11.38,33.79,9.61,26.48
35,55.0,-11.405,13.945,#79896B,-11.731,13.482,#78896C,25.689,11.247,#B47271,0.57,37.19,0.45,35.22
36,55.0,1.326,-18.242,#7484A3,-5.019,-3.333,#778789,16.436,18.164,#A97865,16.2,39.42,12.57,27.34
37,55.0,-26.224,-7.949,#369191,-29.564,9.422,#4B9172,1.618,18.985,#938263,17.69,38.74,11.99,27.32
38,55.0,5.17,40.151,#A07F3D,17.415,28.674,#AE7753,32.853,11.779,#BE6C71,16.78,39.64,11.96,28.98
39,55.0,47.138,23.524,#D55E5E,41.421,37.644,#D16344,14.96,43.953,#AF7836,15.23,38.12,9.24,25.35
40,55.0,3.454,-53.423,#1887E0,4.382,-41.312,#5385CB,33.766,-40.243,#9A71CA,12.15,33.05,5.05,25.81
41,55.0,16.218,-12.502,#967B99,10.268,-31.402,#7680BA,-1.604,13.989,#8B846C,19.81,31.93,14.71,28.54
42,55.0,1.987,-27.389,#6885B3,10.999,-19.429,#867FA5,37.676,-15.581,#B66B9F,12.02,37.59,11.97,26.79
43,55.0,-19.255,-9.438,#4C8E93,-24.596,1.77,#4F8F80,16.173,-25.644,#897CB0,12.42,38.96,8.95,26.74
44,55.0,-23.119,-16.755,#2990A0,-8.089,-24.932,#518AAE,-8.879,20.35,#828760,17.11,39.74,10.98,26.95
45,55.0,21.258,-19.612,#9978A6,13.097,-12.745,#907D9A,-18.197,-24.908,#258EAE,10.67,39.81,5.46,34.02
46,55.0,21.469,17.833,#B07566,8.001,27.518,#A07D54,-10.257,37.819,#878740,16.59,37.5,13.71,28.66
47,55.0,-8.003,-41.57,#028BCB,-17.384,-28.841,#108EB5,6.235,-6.762,#89818F,15.81,37.61,7.05,28.67
48,55.0,-24.318,22.276,#658E5C,-31.05,26.878,#599153,10.506,38.11,#A77C41,8.15,38.26,3.11,26.58
49,55.0,16.019,31.296,#AD784E,18.832,45.989,#B57632,-18.22,44.655,#7C8B31,14.96,36.75,5.61,25.51
50,55.0,1.223,41.994,#9B8139,-4.379,32.144,#8F844B,40.78,37.474,#D06445,11.33,39.81,5.77,26.48
51,55.0,-11.181,-26.555,#428BB1,-4.988,-18.765,#6588A4,9.861,4.356,#987E7D,9.95,37.39,5.8,32.44
52,55.0,8.321,-27.425,#7781B3,21.464,-24.535,#9478AE,-3.736,6.435,#828578,13.46,35.94,10.54,25.68
